task,n,kappa,h,method,region,joint_pass,observable_pass,state_pass,candidate_checkpoint_exists,all_saved_growth_or_probe_exists,random_restart_runs,random_restart_pass,warm_continuations,warm_pass,oracle_runs,oracle_pass,actual_stop,cnots,delta_e,fidelity,tags,source
development,8,0.5,0.1,C3,difficult,True,True,True,True,True,3,3,1,1,0,0,parameter_cap160,127,0.00011909658999298411,0.9989826012236662,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ce1a5eb0a4d7f979d2e82a2dddc8e84731fa1658df815267b1423a84a98c8572.npz
development,8,0.5,0.1,H6,difficult,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,0.00011909658999298411,0.9989826012236662,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ce1a5eb0a4d7f979d2e82a2dddc8e84731fa1658df815267b1423a84a98c8572.npz
development,8,0.5,0.1,B3,difficult,False,False,False,False,,3,0,1,0,0,0,budget,128,0.0006072755101937943,0.9872417606784197,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/43992c48699e97f68fd6d74f0e6031e713009e7918ae95b92350c1a6eaef0926.npz
development,8,0.5,0.15,C0,difficult,False,False,True,False,False,0,0,0,0,0,0,budget,127,0.0009385589923137649,0.9941494654197232,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/2b28e091cc58ac0ef48be3c739225617a8730f9670d71d9fcd8f46591304d660.npz
development,8,0.5,0.15,C1,difficult,False,False,True,False,True,0,0,0,0,0,0,budget,128,0.0003901156630833347,0.9976112661572243,qualified_saved_growth_or_probe_not_in_selected_checkpoint_pool;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e5d3a6f38c4f24129493351fec099d72a9e5e2e0ce4afca2fc4ed3aadde7ffa0.npz
development,8,0.5,0.15,C2,difficult,True,True,True,True,True,0,0,0,0,0,0,parameter_cap160,127,0.0001306961626341696,0.9993007773111069,selected_pass,results/stage6_v1/domain_wall_candidates/cache/6983ba3adba90daa3198fc990126a9589fb4a2c7f28d2caa7c2907b13716ae7d.npz
development,8,0.5,0.15,C3,difficult,True,True,True,True,True,3,3,1,1,1,1,parameter_cap160,127,3.629955135264762e-05,0.9997829858093182,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ed3a179edb551c6a08121505cec309fe20f4ad6dc1e5de25524e09945110bf26.npz
development,8,0.5,0.15,H6,difficult,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,3.629955135264762e-05,0.9997829858093182,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ed3a179edb551c6a08121505cec309fe20f4ad6dc1e5de25524e09945110bf26.npz
development,8,0.5,0.15,B3,difficult,False,False,False,False,,3,0,1,0,1,0,budget,128,0.00149917168422109,0.9843903298984183,bounded_oracle_failed_not_mathematical_inexpressivity;recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/25c6cec3138968d11c8767365d1b316c32aa7008b96c814ff9a6b444de5b88e6.npz
development,8,0.5,0.2,C0,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,128,0.0006075815667933027,0.99666533174192,selected_pass,results/stage6_v1/domain_wall_candidates/cache/bde154683477318482d784df264a515c62ad6b214b2c18fbeced31cb09b154b0.npz
development,8,0.5,0.2,C1,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,128,0.0004779819680792441,0.9980636417955704,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a75c39ae11a9c182280072f0cf7110064594a31fb192b6c25dd5540127a1a8ab.npz
development,8,0.5,0.2,C2,difficult,True,True,True,True,True,0,0,0,0,0,0,parameter_cap160,127,0.00021071669113392755,0.9991532076913975,selected_pass,results/stage6_v1/domain_wall_candidates/cache/adc70f665f4ca5af8d244453ea83aab48e98e99c21cd16c2fc85f9a4f5424f88.npz
development,8,0.5,0.2,C3,difficult,True,True,True,True,True,3,3,1,1,0,0,parameter_cap160,127,9.721871486523259e-05,0.9996602352181089,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0f4ba9fe0383ba859c39f0749cac0b36132ecb529cd71869a52dfa0b52f20745.npz
development,8,0.5,0.2,H6,difficult,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,9.721871486523259e-05,0.9996602352181089,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0f4ba9fe0383ba859c39f0749cac0b36132ecb529cd71869a52dfa0b52f20745.npz
development,8,0.5,0.2,B3,difficult,False,False,True,False,,3,0,1,0,0,0,budget,127,0.0011787295197304148,0.9909951404594809,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/f2cbd48c72408cb26286be25499a7263a4835484cdd88c82d31fc3f8788437bc.npz
development,8,0.525,0.035,C0,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,128,7.899872030980859e-07,0.9999384829871333,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5be55dc334b3ec4d079d8a5546290dfbbcb2545844530d70fd6283b55a81cccf.npz
development,8,0.525,0.035,C1,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,96,9.087904231375177e-07,0.9999307224069014,selected_pass,results/stage6_v1/domain_wall_candidates/cache/446ba05972a7148c852f2b35143a25f729ce70704a9ff22f3b2f7af3a9749a9e.npz
development,8,0.525,0.035,C2,difficult,False,True,False,False,False,0,0,0,0,0,0,parameter_cap160,63,1.644699310521247e-06,0.499988002590323,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/cc67c013236ffc0e0ed112a41b33f98945a0866048d7b62841e11382fd1f452d.npz
development,8,0.525,0.035,C3,difficult,False,True,False,False,False,3,0,1,0,1,1,parameter_cap160,63,1.6453066741251021e-06,0.4999875124353871,fixed_structure_oracle_reachable_energy_optimization_limited;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/386911492083f08ecf1e4406094e7631b1688ada8ac37c50609a4a10b9b54e7a.npz
development,8,0.525,0.035,H6,difficult,False,True,False,True,,0,0,0,0,0,0,parameter_cap160,63,1.6453066741251021e-06,0.4999875124353871,qualified_checkpoint_candidate_found_but_not_selected;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/386911492083f08ecf1e4406094e7631b1688ada8ac37c50609a4a10b9b54e7a.npz
development,8,0.525,0.035,B3,difficult,True,True,True,True,,3,3,1,1,1,1,energy_stagnation,32,4.009192273168871e-06,0.9997492771198846,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/32011f35bf63a3fe42938f0efd87452d345421223a1dfc637662b390934b377e.npz
development,8,0.55,0.05,C0,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,128,6.443040244663578e-07,0.9999837073708654,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0b94ff8be1c8330b79174170c7b49d0fd476a02659020639904f9ceeb5b245e4.npz
development,8,0.55,0.05,C1,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,96,7.479028680812405e-07,0.9999818334871463,selected_pass,results/stage6_v1/domain_wall_candidates/cache/013dade7c467ff150a1e1ecb870d595bc9212442478afbeecf89856898ad9e37.npz
development,8,0.55,0.05,C2,difficult,False,True,False,False,False,0,0,0,0,0,0,parameter_cap160,63,4.086457142227218e-06,0.5000037009981199,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d9da50a2b866afa0150623ea42e87b4f083d62efc31747318845eeb076e3faeb.npz
development,8,0.55,0.05,C3,difficult,False,True,False,False,False,3,0,1,0,1,1,energy_stagnation,63,4.087883167303019e-06,0.5000034355126698,fixed_structure_oracle_reachable_energy_optimization_limited,results/stage6_v1/domain_wall_candidates/cache/a40d9b6fef20171ff164faa7c749fd5790d344eefa378ca45ab50e385fbcc394.npz
development,8,0.55,0.05,H6,difficult,True,True,True,True,,0,0,0,0,0,0,budget,128,6.443040244663578e-07,0.9999837073708654,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0b94ff8be1c8330b79174170c7b49d0fd476a02659020639904f9ceeb5b245e4.npz
development,8,0.55,0.05,B3,difficult,True,True,True,True,,3,3,1,1,1,1,energy_stagnation,32,6.399018730895989e-06,0.9998477374046024,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/2bf594cafd03db7dbd3c18300dfd38977bc4aa61deaa9c3c57c3abf7d984a845.npz
development,8,0.55,0.1,C0,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.00011649849537387347,0.9887211266695838,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/958ebd6aafa584c45e116655fc4a6ee8a6d9c9ca356347f59f46daaeb6693383.npz
development,8,0.55,0.1,C1,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.00011334084110359299,0.9890819715547966,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/a726d8dead6e48a785c1c6d3bb6b25738d29f56c8e67fddd4ced654f1eea9eec.npz
development,8,0.55,0.1,C2,difficult,False,True,False,False,False,0,0,0,0,0,0,parameter_cap160,127,0.0001344791457140726,0.5026441353398071,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/820bca05b0c8ada0b48e8f9c540f93cc4fa23bdb616d0a19ceacea7ececd92fb.npz
development,8,0.55,0.1,C3,difficult,False,False,False,False,False,3,0,1,0,0,0,parameter_cap160,127,0.0001462615511789167,0.5007889456947576,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/07bd66aeb0342e0901ebdd094cbea16481e2baeac5652cf9175b920a103e8dac.npz
development,8,0.55,0.1,H6,difficult,False,False,False,False,,0,0,0,0,0,0,budget,128,0.00011649849537387347,0.9887211266695838,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/958ebd6aafa584c45e116655fc4a6ee8a6d9c9ca356347f59f46daaeb6693383.npz
development,8,0.55,0.1,B3,difficult,False,False,False,False,,3,0,1,0,0,0,budget,64,0.00017224293956363823,0.9844388430367373,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/640365a3de2862a028b6a3a810c41c474df846734508e04b2d270a035fc9c8ad.npz
development,8,0.55,0.15,C0,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,127,0.001434464057047835,0.9488267934447661,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/b9c1e37b1aa93846ac47951c712168cf43b2ec74babd16dcb039319498f982eb.npz
development,8,0.55,0.15,C1,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,127,0.0016787507751064856,0.9567725824876837,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/2b48812c7651af31757e3921c20cbc5abd104c32625f68bbf49e70e799180f7b.npz
development,8,0.55,0.15,C2,difficult,False,False,False,False,False,0,0,0,0,0,0,energy_stagnation,127,0.0006464713129648025,0.966788933094768,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/40d1a783bc07a22aa35d3de570e6b1567392abc20ce03839b410aa90ee2be59f.npz
development,8,0.55,0.15,C3,difficult,False,False,False,False,False,3,0,1,0,1,0,energy_stagnation,127,0.0005545194848231016,0.9647353438492897,bounded_oracle_failed_not_mathematical_inexpressivity,results/stage6_v1/domain_wall_candidates/cache/798313426f3719d8cfda9d1bb087a350e24c796ba933a93139fd40d1a29b6538.npz
development,8,0.55,0.15,H6,difficult,False,False,False,False,,0,0,0,0,0,0,energy_stagnation,127,0.0005545194848231016,0.9647353438492897,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/798313426f3719d8cfda9d1bb087a350e24c796ba933a93139fd40d1a29b6538.npz
development,8,0.55,0.15,B3,difficult,False,False,False,False,,3,0,1,0,1,0,budget,127,0.002433246267188993,0.9424710868297993,bounded_oracle_failed_not_mathematical_inexpressivity;recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/87a0bf3bc6e10bd4ca241c3206749c4a09ee1ceef22ad2d02a114743d751d440.npz
development,8,0.55,0.2,C0,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.001328849730961701,0.9811867917006577,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/aebf10563b69dfb2a33ee8a6a46b11db698fbfc3741ec03c27ecdb7558a50435.npz
development,8,0.55,0.2,C1,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,127,0.0008371947712625394,0.9897819905783882,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/9b462b5bb8553db0cac5f4ba707fa5434413cebc17c1ba78af84c45d7b2d4d93.npz
development,8,0.55,0.2,C2,difficult,False,False,False,False,False,0,0,0,0,0,0,parameter_cap160,127,0.0005599401580284047,0.9893836188302925,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/676f80c1d58b305ee93815a3f78c68b60db9090c08bcde3f9a13da242d91cca1.npz
development,8,0.55,0.2,C3,difficult,False,False,True,False,False,3,0,1,0,0,0,energy_stagnation,127,0.00041521198393457137,0.9916470009160614,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/9521d259c8dbd292427e763bf9ad14bde836d9d5ea800a2a825e92918fefb83d.npz
development,8,0.55,0.2,H6,difficult,False,False,True,False,,0,0,0,0,0,0,energy_stagnation,127,0.00041521198393457137,0.9916470009160614,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/9521d259c8dbd292427e763bf9ad14bde836d9d5ea800a2a825e92918fefb83d.npz
development,8,0.55,0.2,B3,difficult,False,False,False,False,,3,0,1,0,0,0,budget,128,0.0013288497305129487,0.9811868547713313,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/b873c451d6c614f2c068193b8ab7cc3b8a44942bfddcaddf77c35e4e107e5b41.npz
development,8,0.575,0.075,C0,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,128,2.018665552383503e-06,0.9999649460953065,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0daed2ce435c619dfd2785e0ee6848119d6f32d5b4370e40901baba0be5e7959.npz
development,8,0.575,0.075,C1,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,96,2.413238125109629e-06,0.9999613435399274,selected_pass,results/stage6_v1/domain_wall_candidates/cache/dbb80e3465e3f28861fd0842860ef54def7a65f6c593585782870d4312ff56a2.npz
development,8,0.575,0.075,C2,difficult,False,True,False,False,False,0,0,0,0,0,0,parameter_cap160,95,1.6271332412109984e-05,0.5000557219784998,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/8a4868749556e7e7f7f51e1b791ac240cd8d3e451fc6b15cc890eb6fec85c9bf.npz
development,8,0.575,0.075,C3,difficult,False,True,False,False,False,3,0,1,0,0,0,parameter_cap160,95,1.6313165891235215e-05,0.5001116832206098,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/6462ad86d3bd140a4108c06d10848aee57a6b14ff1d3e6b6519be4ea244c7bcc.npz
development,8,0.575,0.075,H6,difficult,True,True,True,True,,0,0,0,0,0,0,budget,128,2.018665552383503e-06,0.9999649460953065,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0daed2ce435c619dfd2785e0ee6848119d6f32d5b4370e40901baba0be5e7959.npz
development,8,0.575,0.075,B3,difficult,True,True,True,True,,3,3,1,1,0,0,budget,32,1.9133319435482576e-05,0.999694687969075,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/3d53e5889c524a418cbdfe15db277a8963cc3127840ec7c86726e667973cda10.npz
development,8,0.6,0.1,C0,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.455957723026316e-06,0.9999413656498168,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5fd8421d69799e0a06e811dd9b3ada421d70ab14e6061da10e08a544999ad608.npz
development,8,0.6,0.1,C1,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.198664436794175e-06,0.999942648233577,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ca3e9c4ec6a0b20b72adb9dafbdfb23cbc26c632f417985727137ac2a8128f35.npz
development,8,0.6,0.1,C2,interior_control,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,127,4.301750188651088e-05,0.5001530899823067,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/c539130dc73aaf98ab318e1113fa98e229a9eb4a45a1476c7bcf507cec847f06.npz
development,8,0.6,0.1,C3,interior_control,False,True,False,False,,3,0,1,0,0,0,parameter_cap160,95,4.345168799879673e-05,0.5000765651988118,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/6008191c57ddb480171d0db035022e5f35aa8e133e2c34cbe653d2e18706a85b.npz
development,8,0.6,0.1,H6,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.455957723026316e-06,0.9999413656498168,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5fd8421d69799e0a06e811dd9b3ada421d70ab14e6061da10e08a544999ad608.npz
development,8,0.6,0.1,B3,interior_control,True,True,True,True,,3,3,1,1,0,0,budget,32,4.0483541800862e-05,0.9995128685180676,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/5c6cd622fa9a013873c3ce9e0e44ba3e423bc638edd0480c03481928529954bb.npz
development,8,0.6,0.2,C0,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.0007360512502043726,0.9741374538733752,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e41efb94804ffaf84750480ad32a041bc85db191fa4d6e699fd672f8a9676011.npz
development,8,0.6,0.2,C1,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.0006797038414524392,0.9788084215027618,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/739fd811d50baf797c5ec45ec7ab8295e51122b908b7dcd838db73e2bb72513b.npz
development,8,0.6,0.2,C2,difficult,False,False,False,False,False,0,0,0,0,0,0,energy_stagnation,127,0.0011984677916472286,0.5180417221021577,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/90c676dc634aff7ac7c2d50ed5137999060eb8f3b1f227d7edfde9f4072ccf68.npz
development,8,0.6,0.2,C3,difficult,False,False,False,False,False,3,0,1,0,0,0,parameter_cap160,127,0.0011310943066051848,0.5332811358037651,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/76391726a5d62fddd5527255524c9b4e9a1f11846366d5ca0cea7805035a9965.npz
development,8,0.6,0.2,H6,difficult,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0007360512502043726,0.9741374538733752,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e41efb94804ffaf84750480ad32a041bc85db191fa4d6e699fd672f8a9676011.npz
development,8,0.6,0.2,B3,difficult,False,False,False,False,,3,0,1,0,0,0,budget,128,0.0007449169237920827,0.9747986590441794,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/535f9556028e6a8ec294625ebc1bebf736136a9b4283f246e052ac66ee2df1f6.npz
development,8,0.6,0.3,C0,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.004033110631074255,0.9607186705095602,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/10e0e6b8ea542068d3711f3ea639e451529eb33f6d3f207812c8f6b91db89f17.npz
development,8,0.6,0.3,C1,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.003690427520945394,0.946060604148267,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/81f7473a732e4f09594cc0e66cc9c7a0dd50ad7854a4d345ced2150125893108.npz
development,8,0.6,0.3,C2,difficult,False,False,False,False,False,0,0,0,0,0,0,parameter_cap160,127,0.0025985521436101555,0.9363962930446207,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/644b5384a8b8b9b925ed51a4b7e96a7fa917f78ad8ecc9cd1b7f3411b04901f0.npz
development,8,0.6,0.3,C3,difficult,False,False,False,False,False,3,0,1,0,0,0,energy_stagnation,127,0.0016033367267928034,0.9813585884829964,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/b3cb6af4d4e1ef13121138317feda6440d0a13185aba2f6ba5a4afa7cd98840a.npz
development,8,0.6,0.3,H6,difficult,False,False,False,False,,0,0,0,0,0,0,energy_stagnation,127,0.0016033367267928034,0.9813585884829964,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/b3cb6af4d4e1ef13121138317feda6440d0a13185aba2f6ba5a4afa7cd98840a.npz
development,8,0.6,0.3,B3,difficult,False,False,False,False,,3,0,1,0,0,0,budget,128,0.00402180851429057,0.9209212174462865,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/76c1776d18cd9d2282478f0a7c0dac327244043394534a3e8f6d4a9636661c95.npz
development,8,0.6,0.4,C0,difficult,False,False,True,False,False,0,0,0,0,0,0,budget,128,0.0015551320265806412,0.9942675655410519,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/ba449c5d23bd496bc6d966d24d2cac8b73134aac02d0f851ec7515d293692cb8.npz
development,8,0.6,0.4,C1,difficult,False,False,True,False,False,0,0,0,0,0,0,budget,127,0.0020312667935485917,0.9910793733053154,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/dc56ce13e6326001eed07d36ea78c5d2c374428d234a7bc992e6494e806312ca.npz
development,8,0.6,0.4,C2,difficult,False,False,True,False,False,0,0,0,0,0,0,parameter_cap160,127,0.0013939764132581134,0.9951124336779201,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/194e50e89057455205c92d6e8a3cb26671ee6b354ffe00c8e47046e7d8082aa7.npz
development,8,0.6,0.4,C3,difficult,False,False,True,False,False,3,0,1,0,0,0,energy_stagnation,127,0.0012197182173100396,0.9962460171629431,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/fd0ed8a32ffb33a9b2fe1347ef4ef55cccb441476339224976594521ee1baf2d.npz
