window,h,p,epsilon_c,epsilon_sf,epsilon_mx,branch_sensitive,both_preparations_pass
W1,1.1,0.05,0.016215781196642763,0.004670143532095425,0.01951636545878329,False,True
W1,1.1125,0,0.003064524972930638,0.0015576243200878803,0.0007522971491098485,False,True
W1,1.1125,0.01,0.06816821906636336,0.02109241341626046,0.04526148404836566,True,True
W1,1.1125,0.05,0.016407735415798045,0.004692758046932463,0.02065103053711461,True,True
W1,1.125,0,0.002857017178786281,0.0014415386898896099,0.000693373245921447,False,True
W1,1.125,0.01,0.06633219440808413,0.020524873108553998,0.047252606549533116,True,True
W1,1.125,0.05,0.016227978485636764,0.004633270743315959,0.021017063831541758,True,True
W1,1.1375,0,0.0026520047775574485,0.0013338066271339488,0.000638253240908937,False,True
W1,1.1375,0.01,0.06454279728310613,0.019991307434622047,0.049236125263016295,True,True
W1,1.1375,0.05,0.01607820068415698,0.004583196434761461,0.021427032745215954,True,True
W1,1.15,0,0.0024560661107102533,0.0012324509933023808,0.0005873260992450557,False,True
W1,1.15,0.01,0.06275360579161288,0.019458889477327088,0.05120577060960135,True,True
W1,1.15,0.05,0.015908793044975774,0.0045291882164623515,0.021813711516650527,True,True
W1,1.1625,0,0.002263104168270469,0.0011345811934672656,0.0005380954828746454,False,True
W1,1.1625,0.01,0.0610363644108525,0.018953851694350377,0.05314564394832216,True,True
W1,1.1625,0.05,0.015742740497468943,0.004476909603504248,0.0222021402608271,True,True
W1,1.175,0,0.0020813330819093867,0.0010439114097298696,0.000493093910153175,False,True
W1,1.175,0.01,0.05945416394331776,0.018482350010262355,0.05512704634928728,True,True
W1,1.175,0.05,0.015588866168731747,0.00442699438091089,0.022610506625871118,True,True
W1,1.1875,0,0.0018923333883422155,0.0009527260284742378,0.0004492941196589939,False,True
W1,1.1875,0.01,0.05819537268498298,0.01794235287651623,0.058376611725702465,True,True
W1,1.1875,0.05,0.015706857032464997,0.0044491543825087715,0.02357350705967002,True,True
W1,1.2,0,0.0017187387730648873,0.0008671285623460534,0.0004074495765583608,False,True
W1,1.2,0.01,0.05678190604558381,0.017504401273756826,0.06044150441975271,True,True
W1,1.2,0.05,0.01555680917616279,0.004399631740702473,0.023996199473811715,True,True
W1,1.2125,0,0.0015709878431198199,0.0007902035905298366,0.00036853982341866764,False,True
W1,1.2125,0.01,0.05535690360605744,0.017131621480434983,0.061751370049039966,True,True
W1,1.2125,0.05,0.015374208469113918,0.00434938053300378,0.02426989597278737,True,True
W1,1.225,0,0.0014165592508612601,0.0007148358356047213,0.0003313103219918512,False,True
W1,1.225,0.01,0.054451251636511766,0.01678739456604604,0.06431087305767991,True,True
W1,1.225,0.05,0.01534836752627862,0.004324279170023787,0.024919842557246375,True,True
W1,1.2375,0,0.0012901819460375274,0.0006489290456699881,0.00029794379423842,False,True
W1,1.2375,0.01,0.05314373642378406,0.01644292128101567,0.0656000254366717,True,True
W1,1.2375,0.05,0.015175109872424812,0.004276220815473547,0.02520114125527392,True,True
W1,1.25,0,0.001165951878623006,0.0005878073367462933,0.00026695428095813156,False,True
W1,1.25,0.01,0.05191341409337419,0.01611908726286536,0.06692404294106574,True,True
W1,1.25,0.05,0.015031260425317685,0.004235500869808201,0.025531489723332624,True,True
W2,0.25,0,1.6712462089563118e-05,8.501865546683973e-06,2.8985967931827172e-05,False,True
W2,0.25,0.01,0.03861542516245331,0.024037003057072015,0.04390460181479858,True,True
W2,0.25,0.05,0.008060576557259454,0.0020879725060019005,0.00514393606481926,False,True
W2,0.2625,0,3.257443611537347e-05,5.997739404184355e-06,2.442458558496452e-05,False,True
W2,0.2625,0.01,0.03926267352887275,0.02425683363426656,0.043461874463193745,True,True
W2,0.2625,0.05,0.00808124814828827,0.002093431308704652,0.005160172026444731,False,True
W2,0.275,0,4.4712777100830436e-05,7.28007651861623e-06,2.2725993433309055e-05,False,True
